   Compiling mechanic-physics v0.1.0 (/Users/jens/repos/mechanic/crates/mechanic-physics)
test response::newton::continuation::mixed::tests::too_many_weak_rows_reject_the_search_without_allocating_a_large_contact_matrix ... ok
test response::newton::continuation::rank::tests::redundant_search_equations_use_the_minimum_norm_least_squares_direction ... ok
test response::newton::continuation::rank::tests::weak_independent_search_rows_are_kept_and_unavoidable_residual_is_not_biased_to_pivots ... ok
test response::newton::continuation::smoothing::tests::smooth_contact_derivative_matches_central_differences_through_contact_transitions ... ok
test response::newton::dense_tests::contact_newton_preserves_a_weak_direction_and_dependent_rows ... ok
test response::newton::projection::tests::analytic_point_inverse_matches_lu_and_every_original_row ... ok
test response::newton::projection::tests::analytic_point_inverse_rejects_invalid_or_unshifted_singular_systems ... ok
test response::newton::reduced::tests::recovered_reduced_direction_satisfies_every_full_newton_row ... ok
test response::newton::tests::cone_derivative_matches_differentiated_normal_tangent_and_rolling_projection ... ok
test response::newton::tests::krylov_norm_handles_large_small_and_zero_vectors_without_overflow ... ok
test response::newton::tests::local_pivoted_factor_preserves_a_nonsymmetric_response_and_singular_rows ... ok
test response::newton::tests::matrix_free_gmres_solves_a_nonsymmetric_system ... ok
test response::normal::tests::normal_basis_keeps_the_strongest_dependent_row_and_rejects_inconsistent_rows ... ok
test response::normal::tests::normal_basis_releases_a_weaker_constraint_and_preserves_momentum_response ... ok
test response::tests::cold_impact::a_loaded_near_dependent_contact_can_release_without_relaxing_any_original_row ... ok
test response::tests::cold_impact::a_wrong_inactive_contact_trial_is_discarded_without_losing_the_original_solution ... ok
test response::tests::cold_impact::captured_cold_car_impact_converges_without_relaxing_its_velocity_residual ... ok
test response::tests::cold_impact::captured_endpoint_impact_satisfies_all_original_contact_laws ... ok
test response::tests::cold_impact::independently_traced_third_impact_has_a_valid_solution ... ok
test response::tests::cold_impact::later_endpoint_impact_satisfies_all_original_contact_laws ... ok
test response::tests::cold_impact::stalled_warm_contact_restarts_within_the_original_budget_and_proves_breakaway ... ok
test response::tests::cold_impact::third_endpoint_impact_satisfies_all_original_contact_laws ... FAILED
test response::tests::contradictory_friction_bounds_are_rejected_before_projection ... ok
test response::tests::coupled_normal_iterations_do_not_falsely_trigger_static_breakaway ... ok
test response::tests::coupling_to_a_clamped_contact_cannot_falsely_converge ... ok
test response::tests::duplicate_loop_rows_preserve_response_and_inconsistent_rows_fail ... ok
test response::tests::friction_impulse_obeys_the_circular_coulomb_bound ... ok
test response::tests::impulse_at_light_wheel_accelerates_the_coupled_chassis ... ok
test response::tests::large_contact_sets_use_implicit_response_and_repeat_exactly ... ok
test response::tests::large_generalized_systems_keep_dense_and_krylov_storage_bounded ... ok
test response::tests::nearly_coincident_supports_transfer_load_to_the_outer_contact ... ok
test response::tests::rolling_resistance_obeys_the_normal_load_radius_bound_and_dissipates_spin ... ok
test response::tests::static_breakaway_reuses_response_and_cannot_pass_an_exhausted_solve ... ok
test response::tests::static_support_and_initial_sliding_use_distinct_physical_friction_limits ... ok
test response::tests::unilateral_support_cannot_pull_a_separating_body ... ok
test response::tests::warm_impulses_reuse_an_implicit_response_and_are_revalidated_for_new_targets ... ok
test terrain_contacts::penetration::tests::a_separated_body_below_a_finite_surface_does_not_get_a_penetration_hold ... ok
test terrain_contacts::penetration::tests::finite_holes_and_origin_rebases_preserve_supported_path_results ... ok
test terrain_contacts::penetration::tests::full_rotation_rejects_penetration_hidden_at_start_midpoint_and_end ... ok
test terrain_contacts::penetration::tests::motion_below_a_finite_surface_is_certified_after_subdivision ... ok
test terrain_contacts::penetration::tests::sliding_support_subdivides_and_exhaustion_never_claims_clearance ... ok
test terrain_contacts::penetration::tests::stationary_existing_support_is_bounded_without_ignoring_its_triangles ... ok
test terrain_contacts::sweep::tests::articulated_full_turn_finds_a_finite_impact_between_clear_endpoint_poses ... ok
test terrain_contacts::sweep::tests::exact_linear_sweep_handles_fast_translation_and_finite_holes ... ok
test terrain_contacts::sweep::tests::near_separated_parallel_motion_does_not_invent_a_first_impact ... ok
test terrain_contacts::sweep::tests::rotating_parallel_motion_certifies_clearance_without_spending_tangential_speed ... ok
test terrain_contacts::sweep::tests::sweep_rejects_a_different_topology_and_preserves_origin_rebased_impact_time ... ok
test terrain_contacts::tests::changed_active_groups_and_materials_invalidate_only_changed_chunk_features ... ok
test terrain_contacts::tests::coplanar_triangle_seam_reduces_to_four_supports_without_changing_materials ... ok
test terrain_contacts::tests::finite_manifold_restitution_uses_impact_speed_without_penetration_bounce ... ok
test terrain_contacts::tests::generated_chunk_bvh_queries_match_direct_finite_triangle_queries ... ok
test terrain_contacts::tests::malformed_publication_preserves_the_previous_collision_scene ... ok
test terrain_contacts::tests::near_terrain_contacts_report_positive_gaps_and_survive_origin_rebasing ... ok
test terrain_contacts::tests::origin_rebase_preserves_physical_support_and_feature_identity ... ok
test terrain_contacts::tests::real_manifold_impulses_support_the_coupled_body_without_spurious_spin ... ok
test terrain_contacts::tests::small_finite_triangles_remain_collidable_and_nonfinite_query_bounds_fail ... ok

failures:

---- joint_machine::tests::terrain_ticks::saved_car::endpoint_contact_car_cold_drop_remains_bounded_through_settling stdout ----

thread 'joint_machine::tests::terrain_ticks::saved_car::endpoint_contact_car_cold_drop_remains_bounded_through_settling' (11435220) panicked at crates/mechanic-physics/src/joint_machine/tests/terrain_ticks/saved_car.rs:303:9:
tick=20 result=Err(NotConverged) diagnostics=JointTickDiagnostics { factorization: DenseReference, published: false, attempts: 4, substeps: 8, failure_stage: Some(Impact), attempt_failures: [JointAttemptFailure { substeps: 1, stage: Impact, error: NotConverged, accepted_seconds: 0.0 }, JointAttemptFailure { substeps: 2, stage: Impact, error: NotConverged, accepted_seconds: 0.008333333333333333 }, JointAttemptFailure { substeps: 4, stage: Impact, error: NotConverged, accepted_seconds: 0.0125 }, JointAttemptFailure { substeps: 8, stage: Impact, error: NotConverged, accepted_seconds: 0.012499999999999999 }], factorizations: 37, dynamics_assemblies: 374, initial_dynamics_cache_hits: 9, response_preparation_solves: 138, constraint_factor_solves: 159, force_factor_solves: 318, position_factor_solves: 139, force_iterations: 159, constraint_iterations: 202, constraint_rows_prepared: 138, contact_bias_traversals: 0, contact_kinematic_poses: 0, contact_velocity_traversals: 0, contact_kinematic_residual: 0.0, surface_points: 0, surface_manifolds: 0, terrain_contact_queries: 32, terrain_contact_cache_hits: 9, terrain_contact_query_failures: 0, terrain_path_queries: 33, terrain_correction_paths: 10, terrain_recovery_queries: 34, terrain_recovery_passes: 10, terrain_recovery_rows: 920, terrain_recovery_poses: 10, terrain_path_poses: 1911, terrain_pose_cache_hits: 3780, terrain_envelopes: 3956, terrain_certified_intervals: 3882, terrain_chunk_candidates: 2914, terrain_triangle_candidates: 5828, terrain_path_rejections: 5, terrain_sweep_queries: 33, terrain_sweep_query_failures: 0, terrain_envelope_query_failures: 0, terrain_separation_evaluations: 1549, terrain_initial_contact_evaluations: 1664, terrain_linear_sweep_evaluations: 0, terrain_quadratic_sweep_evaluations: 20, terrain_velocity_evaluations: 20, terrain_slow_contact_deferrals: 1642, terrain_policy_poses: 92, terrain_impact_holds: 0, event_trials: 23, event_prefix_commits: 0, event_refinements: 5, event_localizations: 4, release_refinements: 0, release_localizations: 0, joint_stop_refinements: 0, last_joint_stop_coordinate: None, released_surface_points: 0, accepted_intervals: 6, accepted_seconds: 0.012499999999999999, impact_attempts: 4, impact_events: 0, impact_rows_prepared: 960, impact_factor_solves: 49643, impact_iterations: 1024, newton_attempts: 664, newton_accepts: 615, newton_applications: 0, newton_local_factorizations: 49152, newton_generalized_factorizations: 1024, newton_reduced_storage: 59552, newton_contact_factorizations: 152, newton_contact_storage: 36, newton_line_searches: 1380, constraint_active_set_trials: 0, constraint_active_set_trial_rejections: 0, constraint_warm_start_restarts: 0, constraint_active_set_trial_matrix_storage: 0, residual: 5.627016088132198e-5, force_velocity_residual: 0.0726704698009159, constraint_velocity_residual: 9.389242525887817e-10, impact_velocity_residual: 5.627016088132198e-5, recovery_active_set_pivots: 147, recovery_active_set_factorizations: 137, recovery_active_set_storage: 162, continuation_trials: 4, continuation_iterations: 512, continuation_stages: 21, continuation_evaluations: 7761, continuation_mixed_rows: 104, drive_impulses: [0.0, -0.06413723337334337, 0.0897072775283684, 0.0, 0.07447870015288592, -0.08970740415737453, 0.0, 0.08970740609687945, 0.0, -0.08970740555418175] }
note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace

---- joint_machine::tests::terrain_ticks::saved_car::endpoint_contact_cold_drop_with_eight_fixed_substeps stdout ----

thread 'joint_machine::tests::terrain_ticks::saved_car::endpoint_contact_cold_drop_with_eight_fixed_substeps' (11435230) panicked at crates/mechanic-physics/src/joint_machine/tests/terrain_ticks/saved_car.rs:303:9:
tick=11 result=Err(NotConverged) diagnostics=JointTickDiagnostics { factorization: DenseReference, published: false, attempts: 1, substeps: 8, failure_stage: Some(Impact), attempt_failures: [JointAttemptFailure { substeps: 8, stage: Impact, error: NotConverged, accepted_seconds: 0.014583333333333332 }], factorizations: 19, dynamics_assemblies: 124, initial_dynamics_cache_hits: 3, response_preparation_solves: 66, constraint_factor_solves: 46, force_factor_solves: 92, position_factor_solves: 98, force_iterations: 46, constraint_iterations: 64, constraint_rows_prepared: 66, contact_bias_traversals: 0, contact_kinematic_poses: 0, contact_velocity_traversals: 0, contact_kinematic_residual: 0.0, surface_points: 0, surface_manifolds: 0, terrain_contact_queries: 17, terrain_contact_cache_hits: 3, terrain_contact_query_failures: 0, terrain_path_queries: 18, terrain_correction_paths: 7, terrain_recovery_queries: 22, terrain_recovery_passes: 7, terrain_recovery_rows: 644, terrain_recovery_poses: 7, terrain_path_poses: 1102, terrain_pose_cache_hits: 2160, terrain_envelopes: 2176, terrain_certified_intervals: 2176, terrain_chunk_candidates: 1708, terrain_triangle_candidates: 3416, terrain_path_rejections: 2, terrain_sweep_queries: 18, terrain_sweep_query_failures: 0, terrain_envelope_query_failures: 0, terrain_separation_evaluations: 966, terrain_initial_contact_evaluations: 1048, terrain_linear_sweep_evaluations: 0, terrain_quadratic_sweep_evaluations: 6, terrain_velocity_evaluations: 6, terrain_slow_contact_deferrals: 809, terrain_policy_poses: 44, terrain_impact_holds: 0, event_trials: 11, event_prefix_commits: 0, event_refinements: 2, event_localizations: 1, release_refinements: 0, release_localizations: 0, joint_stop_refinements: 0, last_joint_stop_coordinate: None, released_surface_points: 0, accepted_intervals: 7, accepted_seconds: 0.014583333333333332, impact_attempts: 1, impact_events: 0, impact_rows_prepared: 240, impact_factor_solves: 12056, impact_iterations: 256, newton_attempts: 245, newton_accepts: 240, newton_applications: 0, newton_local_factorizations: 12191, newton_generalized_factorizations: 251, newton_reduced_storage: 85104, newton_contact_factorizations: 45, newton_contact_storage: 36, newton_line_searches: 481, constraint_active_set_trials: 0, constraint_active_set_trial_rejections: 0, constraint_warm_start_restarts: 0, constraint_active_set_trial_matrix_storage: 0, residual: 6.330304344721536e-7, force_velocity_residual: 0.0008284402113555501, constraint_velocity_residual: 6.342932466249705e-10, impact_velocity_residual: 6.330304344721536e-7, recovery_active_set_pivots: 105, recovery_active_set_factorizations: 98, recovery_active_set_storage: 162, continuation_trials: 1, continuation_iterations: 56, continuation_stages: 9, continuation_evaluations: 525, continuation_mixed_rows: 124, drive_impulses: [0.0, 0.33755885996986407, -0.2909502470880934, 0.0, -0.2636007494022082, 0.2909536357757897, 0.0, -0.29095152447773925, 0.0, 0.2909515245955684] }

---- joint_machine::tests::terrain_ticks::saved_car::saved_car_cold_drop_remains_bounded_through_settling stdout ----

thread 'joint_machine::tests::terrain_ticks::saved_car::saved_car_cold_drop_remains_bounded_through_settling' (11435260) panicked at crates/mechanic-physics/src/joint_machine/tests/terrain_ticks/saved_car.rs:303:9:
tick=17 result=Err(NotConverged) diagnostics=JointTickDiagnostics { factorization: DenseReference, published: false, attempts: 4, substeps: 8, failure_stage: Some(EventSearch), attempt_failures: [JointAttemptFailure { substeps: 1, stage: EventSearch, error: NotConverged, accepted_seconds: 0.003101742346304533 }, JointAttemptFailure { substeps: 2, stage: EventSearch, error: NotConverged, accepted_seconds: 0.002841293594789603 }, JointAttemptFailure { substeps: 4, stage: Impact, error: NotConverged, accepted_seconds: 0.002639527952374692 }, JointAttemptFailure { substeps: 8, stage: EventSearch, error: NotConverged, accepted_seconds: 0.002995260388171427 }], factorizations: 431, dynamics_assemblies: 2882, initial_dynamics_cache_hits: 358, response_preparation_solves: 10265, constraint_factor_solves: 1477, force_factor_solves: 2650, position_factor_solves: 0, force_iterations: 1325, constraint_iterations: 16220, constraint_rows_prepared: 10265, contact_bias_traversals: 410, contact_kinematic_poses: 1735, contact_velocity_traversals: 1776, contact_kinematic_residual: 4.714057840202735e-5, surface_points: 1561, surface_manifolds: 1561, terrain_contact_queries: 181, terrain_contact_cache_hits: 358, terrain_contact_query_failures: 0, terrain_path_queries: 343, terrain_correction_paths: 0, terrain_recovery_queries: 0, terrain_recovery_passes: 0, terrain_recovery_rows: 0, terrain_recovery_poses: 0, terrain_path_poses: 48453, terrain_pose_cache_hits: 22950, terrain_envelopes: 23120, terrain_certified_intervals: 23120, terrain_chunk_candidates: 35770, terrain_triangle_candidates: 71540, terrain_path_rejections: 173, terrain_sweep_queries: 343, terrain_sweep_query_failures: 0, terrain_envelope_query_failures: 0, terrain_separation_evaluations: 45935, terrain_initial_contact_evaluations: 46648, terrain_linear_sweep_evaluations: 0, terrain_quadratic_sweep_evaluations: 1945, terrain_velocity_evaluations: 1945, terrain_slow_contact_deferrals: 0, terrain_policy_poses: 0, terrain_impact_holds: 3, event_trials: 410, event_prefix_commits: 20, event_refinements: 173, event_localizations: 117, release_refinements: 67, release_localizations: 23, joint_stop_refinements: 0, last_joint_stop_coordinate: None, released_surface_points: 2154, accepted_intervals: 17, accepted_seconds: 0.002995260388171427, impact_attempts: 21, impact_events: 20, impact_rows_prepared: 945, impact_factor_solves: 974, impact_iterations: 945, newton_attempts: 17118, newton_accepts: 17116, newton_applications: 0, newton_local_factorizations: 0, newton_generalized_factorizations: 0, newton_reduced_storage: 0, newton_contact_factorizations: 17118, newton_contact_storage: 3025, newton_line_searches: 31205, constraint_active_set_trials: 160, constraint_active_set_trial_rejections: 111, constraint_warm_start_restarts: 34, constraint_active_set_trial_matrix_storage: 4380, residual: 9.95386690256244e-9, force_velocity_residual: 0.06999002587370245, constraint_velocity_residual: 9.999560054978877e-10, impact_velocity_residual: 2.1252906647024895e-5, recovery_active_set_pivots: 0, recovery_active_set_factorizations: 0, recovery_active_set_storage: 0, continuation_trials: 0, continuation_iterations: 0, continuation_stages: 0, continuation_evaluations: 0, continuation_mixed_rows: 0, drive_impulses: [0.0, -2.501319493894149, 3.9152278188015304, 0.0, -1.0188918302360939, 4.400796856159817, 0.0, -2.227920168137577, 0.0, -2.54865656184525] }

---- response::tests::cold_impact::third_endpoint_impact_satisfies_all_original_contact_laws stdout ----
third_endpoint converged=false residual=5.627016088132198e-5 iterations=256 continuation=128 stages=5

thread 'response::tests::cold_impact::third_endpoint_impact_satisfies_all_original_contact_laws' (11435838) panicked at crates/mechanic-physics/src/response/tests/cold_impact.rs:357:5:
assertion failed: solution.converged


failures:
    joint_machine::tests::terrain_ticks::saved_car::endpoint_contact_car_cold_drop_remains_bounded_through_settling
    joint_machine::tests::terrain_ticks::saved_car::endpoint_contact_cold_drop_with_eight_fixed_substeps
    joint_machine::tests::terrain_ticks::saved_car::saved_car_cold_drop_remains_bounded_through_settling
    response::tests::cold_impact::third_endpoint_impact_satisfies_all_original_contact_laws

test result: FAILED. 134 passed; 4 failed; 0 ignored; 0 measured; 0 filtered out; finished in 37.88s

error: test failed, to rerun pass `-p mechanic-physics --lib`
